chr,start,end,Unnamed: 0,AA_x,AT_x,AG_x,AC_x,TA_x,TT_x,TG_x,TC_x,GA_x,GT_x,GG_x,GC_x,CA_x,CT_x,CG_x,CC_x,AA_y,AT_y,AG_y,AC_y,TA_y,TT_y,TG_y,TC_y,GA_y,GT_y,GG_y,GC_y,CA_y,CT_y,CG_y,CC_y
1,57422291,57424965,1076.0,121.0,52.0,240.0,115.0,45.0,74.0,108.0,159.0,195.0,99.0,291.0,286.0,167.0,161.0,233.0,327.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0
1,58249600,58250423,1077.0,17.0,9.0,55.0,41.0,9.0,26.0,37.0,54.0,41.0,28.0,86.0,109.0,55.0,63.0,87.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0
1,58546249,58546905,1078.0,24.0,10.0,40.0,34.0,11.0,6.0,26.0,36.0,35.0,18.0,66.0,78.0,38.0,45.0,66.0,122.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,58576085,58577623,1079.0,32.0,39.0,85.0,78.0,26.0,45.0,89.0,107.0,84.0,83.0,165.0,177.0,92.0,100.0,171.0,164.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0
1,58781789,58785268,1080.0,118.0,61.0,200.0,162.0,60.0,183.0,216.0,252.0,160.0,183.0,381.0,372.0,203.0,284.0,300.0,343.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,0.0,3.0,5.0,4.0,2.0,8.0,1.0,3.0
1,58814568,58814818,1081.0,11.0,3.0,16.0,6.0,2.0,7.0,17.0,13.0,15.0,12.0,39.0,33.0,8.0,17.0,28.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1,58815279,58815522,1082.0,7.0,2.0,17.0,11.0,6.0,5.0,6.0,13.0,8.0,6.0,29.0,34.0,16.0,17.0,26.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,58816217,58816563,1083.0,15.0,4.0,18.0,12.0,5.0,20.0,20.0,16.0,13.0,15.0,51.0,49.0,16.0,22.0,40.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,58903699,58904228,1084.0,11.0,8.0,35.0,12.0,4.0,17.0,22.0,33.0,27.0,19.0,66.0,68.0,24.0,32.0,58.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0
1,59296430,59297122,1085.0,19.0,8.0,44.0,24.0,20.0,38.0,26.0,40.0,20.0,26.0,82.0,94.0,36.0,52.0,71.0,91.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0
1,59814415,59815376,1086.0,17.0,10.0,70.0,39.0,12.0,17.0,59.0,49.0,61.0,48.0,143.0,115.0,46.0,62.0,96.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,59926600,59926911,1087.0,6.0,5.0,33.0,9.0,2.0,9.0,12.0,18.0,21.0,12.0,25.0,41.0,24.0,15.0,30.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,60073643,60073868,1088.0,5.0,4.0,16.0,11.0,3.0,4.0,10.0,14.0,15.0,10.0,33.0,23.0,13.0,13.0,23.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
1,61042970,61043734,1089.0,32.0,8.0,62.0,23.0,8.0,20.0,41.0,32.0,55.0,32.0,101.0,101.0,30.0,41.0,86.0,91.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,61053680,61054299,1090.0,33.0,15.0,51.0,20.0,10.0,25.0,30.0,42.0,37.0,32.0,72.0,61.0,39.0,35.0,50.0,66.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,61076865,61077205,1091.0,14.0,7.0,27.0,20.0,12.0,17.0,19.0,11.0,22.0,14.0,39.0,36.0,20.0,21.0,27.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0
1,61654202,61654421,1092.0,5.0,3.0,12.0,9.0,0.0,5.0,21.0,10.0,11.0,7.0,20.0,39.0,13.0,21.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,61724975,61725270,1093.0,8.0,3.0,26.0,20.0,5.0,12.0,9.0,20.0,24.0,12.0,29.0,25.0,20.0,19.0,27.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
1,61742155,61743146,1094.0,12.0,12.0,52.0,30.0,7.0,19.0,47.0,61.0,42.0,43.0,148.0,123.0,45.0,60.0,110.0,179.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,62194883,62195274,1095.0,11.0,4.0,28.0,1.0,10.0,5.0,27.0,16.0,8.0,35.0,84.0,48.0,15.0,14.0,37.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,62318465,62319462,1096.0,35.0,6.0,80.0,46.0,9.0,22.0,44.0,43.0,54.0,31.0,135.0,141.0,69.0,59.0,103.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1,62435980,62437996,1097.0,97.0,50.0,116.0,79.0,40.0,123.0,127.0,116.0,125.0,103.0,236.0,215.0,80.0,130.0,201.0,177.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,0.0
1,62687709,62688678,1098.0,34.0,12.0,67.0,33.0,10.0,19.0,34.0,41.0,71.0,18.0,141.0,141.0,31.0,55.0,130.0,131.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,63316723,63324800,1099.0,442.0,293.0,499.0,364.0,220.0,448.0,433.0,499.0,445.0,306.0,779.0,796.0,491.0,553.0,616.0,892.0,7.0,5.0,4.0,7.0,7.0,17.0,5.0,8.0,3.0,1.0,5.0,10.0,13.0,7.0,6.0,12.0
1,63329692,63330469,1100.0,35.0,18.0,49.0,36.0,11.0,17.0,45.0,39.0,56.0,26.0,98.0,77.0,36.0,51.0,66.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0
1,63367438,63368150,1101.0,19.0,13.0,45.0,28.0,7.0,20.0,38.0,41.0,43.0,31.0,115.0,81.0,36.0,42.0,73.0,79.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0
1,63593266,63594242,1102.0,23.0,15.0,64.0,35.0,17.0,23.0,47.0,64.0,50.0,36.0,96.0,128.0,47.0,77.0,104.0,149.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1,63773794,63775108,1103.0,25.0,13.0,109.0,34.0,5.0,33.0,72.0,54.0,90.0,54.0,185.0,190.0,61.0,64.0,154.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
1,64469871,64470931,1104.0,16.0,8.0,65.0,24.0,4.0,32.0,54.0,62.0,58.0,36.0,154.0,152.0,35.0,76.0,128.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,64505675,64505921,1105.0,0.0,2.0,3.0,6.0,0.0,9.0,7.0,23.0,5.0,6.0,13.0,29.0,6.0,22.0,31.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,64744599,64745555,1106.0,16.0,8.0,60.0,23.0,3.0,13.0,44.0,52.0,55.0,30.0,162.0,141.0,33.0,61.0,123.0,131.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,64965772,64966931,1107.0,41.0,20.0,63.0,44.0,21.0,25.0,44.0,77.0,53.0,36.0,113.0,154.0,53.0,86.0,137.0,191.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0
1,65002589,65003145,1108.0,16.0,8.0,36.0,22.0,7.0,38.0,24.0,28.0,28.0,17.0,57.0,78.0,31.0,34.0,64.0,67.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
1,65066587,65068282,1109.0,73.0,31.0,82.0,81.0,32.0,53.0,76.0,104.0,75.0,69.0,153.0,205.0,87.0,112.0,192.0,269.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0
1,65147358,65149215,1110.0,46.0,16.0,132.0,52.0,21.0,46.0,96.0,102.0,109.0,81.0,301.0,237.0,70.0,122.0,200.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
1,65254291,65254909,1111.0,8.0,4.0,36.0,21.0,4.0,11.0,30.0,28.0,30.0,24.0,97.0,100.0,27.0,34.0,89.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,65265728,65266166,1112.0,9.0,3.0,25.0,11.0,6.0,31.0,26.0,24.0,15.0,24.0,48.0,63.0,18.0,29.0,52.0,53.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
1,65420173,65421021,1113.0,10.0,7.0,60.0,18.0,11.0,31.0,53.0,50.0,46.0,46.0,171.0,104.0,28.0,61.0,84.0,67.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0
1,65525318,65526128,1114.0,6.0,8.0,44.0,39.0,6.0,17.0,35.0,53.0,43.0,22.0,105.0,106.0,42.0,64.0,93.0,126.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,65792757,65793235,1115.0,5.0,4.0,37.0,12.0,6.0,12.0,18.0,28.0,24.0,19.0,66.0,74.0,23.0,29.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,66533045,66533377,1116.0,12.0,2.0,28.0,10.0,3.0,14.0,18.0,23.0,23.0,21.0,36.0,36.0,14.0,21.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,66752396,66752610,1117.0,4.0,1.0,20.0,3.0,1.0,2.0,14.0,13.0,15.0,11.0,32.0,30.0,8.0,16.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0
1,66925197,66925426,1118.0,6.0,4.0,10.0,5.0,2.0,12.0,15.0,17.0,9.0,9.0,19.0,33.0,8.0,21.0,27.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1,66930000,66930800,1119.0,14.0,8.0,57.0,19.0,12.0,29.0,52.0,37.0,46.0,41.0,120.0,103.0,26.0,52.0,82.0,101.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1,67053862,67054456,1120.0,14.0,9.0,46.0,28.0,10.0,17.0,28.0,30.0,36.0,19.0,81.0,77.0,37.0,40.0,59.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1,67134707,67135032,1121.0,20.0,6.0,9.0,23.0,6.0,24.0,10.0,32.0,13.0,12.0,16.0,20.0,19.0,30.0,27.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0
1,67429452,67431143,1122.0,79.0,30.0,105.0,88.0,30.0,74.0,100.0,123.0,96.0,76.0,173.0,171.0,97.0,147.0,139.0,162.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,2.0,4.0,13.0,3.0,2.0
1,67685230,67686587,1123.0,37.0,18.0,96.0,52.0,13.0,38.0,96.0,55.0,93.0,60.0,185.0,176.0,60.0,86.0,138.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
1,67832688,67833768,1124.0,17.0,9.0,44.0,44.0,11.0,29.0,45.0,90.0,42.0,35.0,123.0,125.0,44.0,102.0,114.0,205.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,68046960,68047322,1125.0,14.0,11.0,26.0,18.0,11.0,19.0,26.0,17.0,18.0,21.0,36.0,42.0,26.0,22.0,30.0,24.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,68050553,68050790,1126.0,14.0,6.0,21.0,15.0,7.0,7.0,13.0,7.0,17.0,9.0,26.0,28.0,18.0,12.0,21.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,68051571,68051791,1127.0,6.0,6.0,9.0,7.0,2.0,14.0,14.0,19.0,9.0,8.0,9.0,27.0,11.0,21.0,22.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
1,68163316,68163519,1128.0,6.0,2.0,8.0,7.0,1.0,4.0,12.0,16.0,4.0,10.0,21.0,27.0,12.0,17.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,68230925,68231945,1129.0,66.0,24.0,72.0,48.0,17.0,47.0,47.0,57.0,71.0,49.0,133.0,85.0,56.0,48.0,87.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1,68496600,68497323,1130.0,25.0,18.0,46.0,35.0,19.0,19.0,40.0,46.0,43.0,34.0,88.0,79.0,37.0,53.0,71.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
1,69919360,69919587,1131.0,15.0,4.0,21.0,12.0,4.0,1.0,10.0,9.0,13.0,6.0,27.0,28.0,20.0,13.0,17.0,26.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1,70205500,70205759,1132.0,6.0,5.0,18.0,6.0,4.0,11.0,17.0,18.0,12.0,12.0,21.0,38.0,13.0,22.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
1,70354050,70355036,1133.0,41.0,26.0,72.0,46.0,17.0,34.0,53.0,62.0,63.0,37.0,100.0,108.0,64.0,69.0,84.0,109.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,8.0,2.0,1.0,3.0,1.0
1,70410939,70411408,1134.0,14.0,11.0,21.0,27.0,10.0,25.0,28.0,44.0,21.0,23.0,39.0,44.0,28.0,48.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0
1,71046541,71048121,1135.0,60.0,33.0,118.0,83.0,24.0,34.0,109.0,63.0,105.0,71.0,184.0,192.0,105.0,92.0,142.0,164.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0,1.0
1,71080803,71081100,1136.0,30.0,8.0,13.0,25.0,4.0,16.0,11.0,25.0,16.0,9.0,25.0,18.0,26.0,23.0,20.0,27.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0
1,72283326,72284053,1137.0,25.0,23.0,56.0,25.0,29.0,62.0,59.0,36.0,35.0,64.0,72.0,70.0,40.0,37.0,55.0,38.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,2.0,1.0
1,74198142,74198351,1138.0,10.0,4.0,15.0,8.0,4.0,5.0,11.0,7.0,11.0,10.0,37.0,28.0,12.0,8.0,24.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,75125132,75125669,1139.0,26.0,15.0,40.0,22.0,5.0,18.0,32.0,34.0,37.0,21.0,69.0,53.0,35.0,35.0,40.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0
1,75130128,75130477,1140.0,17.0,9.0,20.0,15.0,10.0,27.0,19.0,27.0,19.0,14.0,30.0,33.0,15.0,33.0,28.0,32.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75131038,75131262,1141.0,5.0,3.0,21.0,4.0,2.0,11.0,10.0,18.0,14.0,11.0,29.0,24.0,12.0,16.0,19.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
1,75134989,75135730,1142.0,47.0,10.0,58.0,37.0,16.0,42.0,47.0,37.0,54.0,41.0,89.0,64.0,35.0,49.0,55.0,59.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0
1,75136313,75137124,1143.0,18.0,7.0,71.0,25.0,10.0,14.0,45.0,35.0,60.0,33.0,158.0,101.0,33.0,50.0,79.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,75614769,75615123,1144.0,7.0,4.0,24.0,18.0,3.0,9.0,16.0,31.0,17.0,11.0,16.0,45.0,26.0,35.0,34.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1,75615693,75616680,1145.0,23.0,12.0,59.0,35.0,4.0,24.0,57.0,65.0,54.0,21.0,113.0,133.0,48.0,93.0,93.0,152.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,0.0
1,75724231,75725045,1146.0,28.0,17.0,58.0,36.0,17.0,24.0,35.0,45.0,43.0,42.0,94.0,82.0,51.0,38.0,75.0,128.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0
1,75796851,75797218,1147.0,9.0,6.0,29.0,14.0,5.0,16.0,17.0,34.0,17.0,19.0,33.0,39.0,27.0,31.0,30.0,40.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
1,76867426,76868849,1148.0,60.0,32.0,110.0,59.0,21.0,46.0,76.0,87.0,81.0,56.0,154.0,161.0,99.0,96.0,113.0,171.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
1,77219311,77219567,1149.0,9.0,4.0,22.0,15.0,7.0,15.0,16.0,12.0,19.0,15.0,23.0,26.0,15.0,16.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,77281688,77282539,1150.0,19.0,10.0,59.0,34.0,11.0,18.0,44.0,39.0,47.0,27.0,101.0,125.0,45.0,57.0,97.0,117.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,77682532,77683733,1151.0,58.0,25.0,60.0,63.0,28.0,50.0,50.0,89.0,45.0,52.0,82.0,131.0,75.0,90.0,119.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
1,77759158,77759965,1152.0,39.0,7.0,61.0,48.0,3.0,22.0,23.0,46.0,54.0,15.0,90.0,92.0,59.0,50.0,78.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
1,77811681,77811922,1153.0,8.0,4.0,15.0,14.0,6.0,2.0,6.0,16.0,9.0,7.0,20.0,25.0,18.0,17.0,21.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,77978619,77978921,1154.0,19.0,9.0,19.0,17.0,11.0,23.0,13.0,26.0,13.0,16.0,24.0,25.0,21.0,25.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,77979079,77979597,1155.0,32.0,13.0,38.0,22.0,13.0,30.0,40.0,28.0,44.0,40.0,55.0,44.0,16.0,28.0,51.0,23.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
1,78045893,78046477,1156.0,15.0,8.0,43.0,11.0,5.0,14.0,27.0,31.0,33.0,24.0,96.0,88.0,24.0,31.0,76.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0
1,78490939,78491831,1157.0,41.0,27.0,84.0,34.0,18.0,33.0,43.0,52.0,76.0,29.0,105.0,91.0,51.0,57.0,70.0,80.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0
1,79006596,79006852,1158.0,2.0,3.0,14.0,11.0,1.0,9.0,20.0,14.0,18.0,18.0,36.0,30.0,9.0,14.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,80330972,80331201,1159.0,0.0,16.0,6.0,44.0,23.0,7.0,8.0,7.0,0.0,15.0,6.0,22.0,43.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,81800313,81803363,1160.0,101.0,61.0,216.0,86.0,50.0,137.0,196.0,175.0,200.0,143.0,424.0,350.0,113.0,217.0,282.0,298.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
1,83860584,83861155,1161.0,12.0,6.0,30.0,26.0,8.0,15.0,29.0,36.0,21.0,21.0,73.0,66.0,33.0,46.0,50.0,98.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
1,83998540,83999549,1162.0,36.0,18.0,61.0,54.0,13.0,24.0,50.0,61.0,64.0,35.0,130.0,104.0,56.0,71.0,93.0,138.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0
1,84077463,84078578,1163.0,29.0,13.0,76.0,52.0,11.0,27.0,60.0,52.0,73.0,38.0,133.0,149.0,57.0,72.0,125.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,84298425,84299223,1164.0,31.0,8.0,39.0,38.0,6.0,20.0,53.0,50.0,40.0,34.0,93.0,94.0,39.0,67.0,77.0,108.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,2.0,1.0
1,84479249,84479667,1165.0,38.0,7.0,31.0,17.0,8.0,19.0,24.0,20.0,25.0,23.0,53.0,46.0,22.0,22.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
1,84505661,84506808,1166.0,34.0,12.0,99.0,45.0,21.0,45.0,52.0,59.0,82.0,57.0,149.0,128.0,53.0,63.0,117.0,130.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0
1,84574142,84574661,1167.0,11.0,5.0,49.0,13.0,11.0,8.0,21.0,28.0,33.0,23.0,94.0,71.0,23.0,32.0,58.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
1,84689922,84690657,1168.0,16.0,9.0,35.0,27.0,4.0,12.0,24.0,49.0,21.0,17.0,63.0,113.0,46.0,51.0,93.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
1,84754335,84754655,1169.0,24.0,17.0,19.0,14.0,9.0,12.0,21.0,20.0,19.0,14.0,17.0,31.0,22.0,19.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1,84892676,84893504,1170.0,32.0,8.0,60.0,36.0,12.0,21.0,39.0,36.0,49.0,30.0,92.0,112.0,43.0,49.0,93.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0
1,84996902,84997752,1171.0,24.0,7.0,54.0,40.0,11.0,21.0,41.0,35.0,41.0,36.0,123.0,111.0,49.0,44.0,94.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
